,store_id,name,category,is_food,new_store,instagram_link,instagram_post,instagram_follower,hot_spot,visitor_review_count,blog_review_count,distance_from_subway,on_tv,parking_available,no_kids,pet_available,seoul_michelin,age-2030,gender-balance,on_blue_ribbon,image_urls,address,phone,gps
76,19889939,엔버거,햄버거,TRUE,FALSE,,,,FALSE,2651,97,,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,[],서울 용산구 남산공원길 105 YTN서울타워,02-3455-9222,"{'latitude': 37.5514167, 'longitude': 126.9881052}"
78,38019562,World Board 월드보드게임카페,보드카페,TRUE,FALSE,https://www.instagram.com/worldboard1,9,93,FALSE,195,214,74,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,[],서울 강북구 도봉로87길 9 4층,02-995-2395,"{'latitude': 37.6382406, 'longitude': 127.0249843}"
80,37561940,비밀의화원 미드나잇 합정점,방탈출카페,TRUE,FALSE,,,,TRUE,673,852,536,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,[],서울 마포구 독막로7길 27 3층,0507-1403-6977,"{'latitude': 37.54916130018879, 'longitude': 126.919031999567}"
81,1592474841,씨더라이트,테마카페,TRUE,FALSE,http://www.instagram.com/see_the_light_hd,63,4165,TRUE,347,141,145,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,[],서울 마포구 양화로18안길 16 지하,0507-1389-9109,"{'latitude': 37.5567679, 'longitude': 126.9255024}"
83,1358327542,강북롤러스케이트,스포츠시설,TRUE,FALSE,http://instagram.com/gangbook_roller_skate,729,1185,FALSE,367,83,6,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE,[],서울 강북구 도봉로 342 B2 층,0507-1318-0123,"{'latitude': 37.6380351, 'longitude': 127.0261456}"
84,33352087,본초쌍화,테마카페,TRUE,FALSE,,,,FALSE,437,192,850,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,[],서울 광진구 자양로5길 33 본초쌍화(지하 2층),0507-1363-0816,"{'latitude': 37.5309805, 'longitude': 127.0842251}"
85,1074002248,구구당,퓨전음식,TRUE,FALSE,https://www.instagram.com/gugudang.seoul,59,3058,FALSE,4083,6437,279,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,[],서울 강남구 강남대로102길 35 구구당,0507-1362-1979,"{'latitude': 37.5032847, 'longitude': 127.0278795}"
86,1178829266,쏭타이치앙마이 신용산본점,태국음식,TRUE,FALSE,http://www.instagram.com/ssongthai_chiangmai,325,1726,FALSE,2523,1438,295,TRUE,TRUE,FALSE,TRUE,FALSE,,,FALSE,[],서울 용산구 한강대로40길 39-5 1층 쏭타이치앙마이,0507-1334-5170,"{'latitude': 37.530365, 'longitude': 126.971602}"
88,1017625819,허씨 정통중경마라샹궈 3호점,중식당,TRUE,FALSE,,,,TRUE,349,,144,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,[],서울 광진구 아차산로30길 17,010-2882-3387,"{'latitude': 37.5399572525698, 'longitude': 127.06761038171798}"
89,1305290629,빠레뜨한남 강남CGV점,양식,TRUE,FALSE,https://www.instagram.com/palette_hannam_gangnamcgv,273,19000,TRUE,1865,1967,398,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,[],서울 강남구 강남대로102길 13 2층,0507-1413-8448,"{'latitude': 37.5020433, 'longitude': 127.026878}"
90,1673647076,영메이슨 도예 스튜디오,공방,TRUE,FALSE,http://www.instagram.com/0mason.studio,578,1308,TRUE,125,11,528,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE,[],서울 마포구 성미산로26길 29 1층,010-5189-6311,"{'latitude': 37.562658, 'longitude': 126.9232026}"
91,1431397449,보드게임카페 레드버튼 강남점,보드카페,TRUE,FALSE,,,,TRUE,2790,308,232,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,[],서울 강남구 강남대로 442 1층,0507-1380-3799,"{'latitude': 37.5019039857258, 'longitude': 127.02644310336484}"
92,1254251005,쥬라리움 금천점,"키즈카페,실내놀이터",TRUE,FALSE,,,,FALSE,3696,422,913,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE,[],서울 금천구 두산로 71 3층 쥬라리움,070-8838-7542,"{'latitude': 37.4706228, 'longitude': 126.8956736}"
94,36684238,아인스카페,카페,TRUE,FALSE,http://instagram.com/_einscafe_,28,209,FALSE,211,39,592,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,[],서울 동대문구 경희대로 5 가동 3층,02-960-4158,"{'latitude': 37.5920734, 'longitude': 127.0521602}"
96,13544486,홍제천,"강,하천",TRUE,FALSE,,,,FALSE,8,251,633,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,[],서울 마포구 성산동,02-330-1405,"{'latitude': 37.5608763, 'longitude': 126.8965931}"
98,18347678,소고산제일루,중식당,TRUE,FALSE,,,,TRUE,471,552,534,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,[],서울 마포구 잔다리로6길 40-6 2층,02-3141-3045,"{'latitude': 37.55215033423504, 'longitude': 126.92132377119205}"
100,1103840845,369마실,차,TRUE,FALSE,http://www.instagram.com/369_masil,156,557,FALSE,324,131,239,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE,[],서울 성북구 삼선교로4가길 13-1 369마실,0507-1320-2787,"{'latitude': 37.58702470000002, 'longitude': 127.00597970000004}"
101,1549906961,얼로우스튜디오,"셀프,대여스튜디오",TRUE,FALSE,http://www.instagram.com/studio_allow,43,1608,FALSE,2,10,202,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE,[],서울 마포구 서강로 69 주혜빌딩6층,0507-1420-0061,"{'latitude': 37.549428, 'longitude': 126.9316793}"
102,1604498621,재팔이네닭발 대학로점,닭발,TRUE,FALSE,http://instagram.com/jaepal2ne_daehakro,58,368,TRUE,172,189,182,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,[],서울 종로구 대학로11길 38-18 2층,02-743-7541,"{'latitude': 37.5824832, 'longitude': 127.000673}"
103,1594490608,Academy JHK,공방,TRUE,FALSE,http://www.instagram.com/studio_jhk_official,469,973,FALSE,3,9,338,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,[],서울 종로구 삼일대로32가길 6 1층,02-766-0007,"{'latitude': 37.5752132, 'longitude': 126.988492}"
104,1396702463,탭퍼블릭 여의도점,"맥주,호프",TRUE,FALSE,http://www.instagram.com/tappublic,10,875,FALSE,1586,624,86,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE,[],서울 영등포구 의사당대로 83 오투타워 2층,0507-1471-7588,"{'latitude': 37.5233663, 'longitude': 126.9234407}"
105,1776854424,리얼샷 실전사격양궁장,사격장,TRUE,FALSE,,,,TRUE,335,79,95,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,[],서울 종로구 대학로12길 13 2층,070-8759-0007,"{'latitude': 37.582755, 'longitude': 127.0025112}"
106,1150273610,리얼샷 플러스,사격장,TRUE,FALSE,,,,TRUE,193,43,189,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,[],서울 종로구 대명길 41 지하1층,070-8724-0006,"{'latitude': 37.5828882, 'longitude': 126.999416}"
107,1296669198,버드플라잉&뉴런렙시티,"카페,디저트",TRUE,FALSE,https://www.instagram.com/bird___flying,381,1401,FALSE,67,414,267,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE,[],서울 노원구 상계로7길 25 지하 1층 버드플라이,0507-1336-1106,"{'latitude': 37.6578048, 'longitude': 127.0647144}"
108,1047950933,글루호텔,2성급,TRUE,FALSE,http://www.instagram.com/gluehotelseoul,489,11000,FALSE,183,453,694,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,[],서울 종로구 율곡로 228,02-2024-8400,"{'latitude': 37.5758072, 'longitude': 127.0039847}"
110,1879815027,포미가,"육류,고기요리",TRUE,FALSE,http://www.instagram.com/unicity8432,52,164,FALSE,430,344,349,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE,[],서울 금천구 가산디지털1로 212 코오롱 애스턴 타워 110호,02-6956-7570,"{'latitude': 37.4844382, 'longitude': 126.8805848}"
111,1124250158,피자시즌,피자,TRUE,FALSE,http://instagram.com/pizzaseason_official,109,549,TRUE,497,497,336,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE,[],서울 성동구 성수이로14길 14 성수연방 1층 피자시즌,0507-1310-6904,"{'latitude': 37.5416476, 'longitude': 127.0570218}"
112,1577258316,VOD SUITE,복합문화공간,TRUE,FALSE,http://www.instagram.com/vodsuite,36,12000,FALSE,225,109,377,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE,[],서울 강남구 논현로120길 6,0507-1340-0791,"{'latitude': 37.5108422, 'longitude': 127.0330537}"
113,1024507268,카페올리,브런치,TRUE,FALSE,http://www.instagram.com/cafe.ollie,121,1212,FALSE,904,295,,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,[],서울 양천구 오목로4길 15 1층,02-2690-1902,"{'latitude': 37.5210369, 'longitude': 126.841297}"
115,1805562801,감탄성신,일식당,TRUE,FALSE,https://www.instagram.com/sungsin_01,32,1165,TRUE,3897,1367,184,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,[],서울 강남구 강남대로106길 14 지상1층,02-555-1516,"{'latitude': 37.50295226428572, 'longitude': 127.02670442441679}"
116,1685805793,미쁘동,일식당,TRUE,FALSE,http://instagram.com/mibbedong_official,166,5852,TRUE,2906,9592,529,TRUE,FALSE,FALSE,TRUE,FALSE,,,FALSE,[],서울 마포구 동교로38길 33-21 2층,0507-1350-1881,"{'latitude': 37.5621119, 'longitude': 126.9262048}"
118,1653433739,상무초밥 강남역점,"초밥,롤",TRUE,FALSE,,,,TRUE,2994,1297,105,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE,[],서울 강남구 봉은사로 111 es타워 1층,0507-1326-5955,"{'latitude': 37.5051062, 'longitude': 127.0257281}"
119,1618302104,온센 광화문점,일식당,TRUE,FALSE,,,,FALSE,3532,1160,170,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE,[],서울 중구 세종대로 136,02-318-1815,"{'latitude': 37.5684246, 'longitude': 126.9782701}"
120,1180099795,플라비 홍대점,공방,TRUE,FALSE,,,,TRUE,1023,126,407,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,[],서울 마포구 와우산로27길 23 지하1층,0507-1362-5769,"{'latitude': 37.5542559, 'longitude': 126.9270033}"
122,1075513586,세모담,과일,TRUE,FALSE,https://instagram.com/se.mo.dam_,556,1292,FALSE,71,131,,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE,[],경기 안양시 만안구 삼덕로 58-3,0507-1402-6332,"{'latitude': 37.394275, 'longitude': 126.9195087}"
124,1075958805,윤정문안마원,"마사지,지압",TRUE,FALSE,,,,TRUE,275,174,219,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE,[],서울 성동구 성수일로10길 32 창미빌딩 309호,0507-1336-9124,"{'latitude': 37.5462403, 'longitude': 127.0534028}"
125,1998117726,솔이미지,"전문,기술서비스",TRUE,FALSE,http://www.instagram.com/sol.image,637,1170,FALSE,3,3,79,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE,[],서울 강남구 광평로56길 8-13,0507-1309-3265,"{'latitude': 37.4867657, 'longitude': 127.1031943}"
126,1773180579,펠리칸카페,"카페,디저트",TRUE,FALSE,https://www.instagram.com/pelican__cafe,126,2529,TRUE,591,464,68,FALSE,FALSE,FALSE,TRUE,FALSE,,,TRUE,[],서울 마포구 독막로14길 27,0507-1459-8305,"{'latitude': 37.5474793, 'longitude': 126.9224169}"
